lakename,year4,sampledate,daynum,species
"PAUL",1993,1993-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-16,136,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-05,217,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-23,235,"SMALLMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-23,235,"SMALLMOUTHBASS"
WEST LONG,1993,1993-08-19,231,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-20,140,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-18,138,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-22,234,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-18,138,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-19,231,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-20,140,"LARGEMOUTHBASS"
"PAUL",1993,1993-07-15,196,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-16,136,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-07-15,196,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-06,218,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-18,138,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-23,235,"SMALLMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-06,218,"LARGEMOUTHBASS"
"PAUL",1993,1993-06-22,173,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
"PAUL",1993,1993-07-15,196,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-05,217,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-06,218,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-16,136,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"SMALLMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-03,154,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"LARGEMOUTHBASS"
"PAUL",1995,1995-07-21,202,"LARGEMOUTHBASS"
"PAUL",1995,1995-07-07,188,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-04,216,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-21,142,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-21,141,"LARGEMOUTHBASS"
"PAUL",1995,1995-07-07,188,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-04,216,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-23,174,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-23,174,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-23,174,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-05,217,"SMALLMOUTHBASS"
WEST LONG,1992,1992-05-21,142,"SMALLMOUTHBASS"
"PAUL",1995,1995-06-02,153,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-05,217,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-08,189,"LARGEMOUTHBASS"
"PAUL",1995,1995-07-07,188,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-04,216,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-08,189,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-03,154,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-23,174,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-08,189,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-23,174,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-08,189,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-23,174,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-25,145,"LARGEMOUTHBASS"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1995,1995-08-05,217,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-07,188,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-08,189,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-23,144,"LARGEMOUTHBASS"
WEST LONG,1995,1995-07-07,188,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-05-22,142,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-08,221,"SMALLMOUTHBASS"
"LONG",1996,1996-07-25,207,"LARGEMOUTHBASS"
WEST LONG,1996,1996-07-26,208,"LARGEMOUTHBASS"
"PAUL",1996,1996-07-13,195,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-16,229,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-08,221,"LARGEMOUTHBASS"
"PETER",1996,1996-08-19,232,"LARGEMOUTHBASS"
"PETER",1996,1996-10-10,284,"LARGEMOUTHBASS"
"PETER",1996,1996-07-13,195,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-16,229,"LARGEMOUTHBASS"
"PETER",1996,1996-08-17,230,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-16,229,"LARGEMOUTHBASS"
WEST LONG,1996,1996-06-20,172,"LARGEMOUTHBASS"
"PETER",1996,1996-08-19,232,"WHITESUCKER"
WEST LONG,1996,1996-08-08,221,"SMALLMOUTHBASS"
WEST LONG,1996,1996-10-10,284,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-16,229,"LARGEMOUTHBASS"
"PETER",1996,1996-10-10,284,"LARGEMOUTHBASS"
"PAUL",1996,1996-08-19,232,"LARGEMOUTHBASS"
WEST LONG,1996,1996-06-08,160,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-18,231,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-08,221,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-18,231,"LARGEMOUTHBASS"
WEST LONG,1996,1996-06-20,172,"LARGEMOUTHBASS"
"LONG",1996,1996-07-25,207,"LARGEMOUTHBASS"
WEST LONG,1996,1996-05-21,142,"LARGEMOUTHBASS"
WEST LONG,1996,1996-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1996,1996-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1996,1996-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1996,1996-05-22,143,"LARGEMOUTHBASS"
"LONG",1996,1996-07-25,207,"LARGEMOUTHBASS"
"LONG",1996,1996-07-25,207,"LARGEMOUTHBASS"
"PAUL",1996,1996-08-08,221,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-16,229,"LARGEMOUTHBASS"
WEST LONG,1996,1996-08-16,229,"LARGEMOUTHBASS"
"PAUL",1996,1996-08-17,230,"LARGEMOUTHBASS"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
EAST LONG,1996,1996-08-18,231,"YELLOWPERCH"
"PAUL",1997,1997-05-19,139,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-19,139,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-19,139,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-19,139,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-21,141,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-21,141,"LARGEMOUTHBASS"
WEST LONG,1997,1997-08-16,228,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-19,139,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-19,139,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-21,141,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-21,141,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-21,141,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-21,141,"LARGEMOUTHBASS"
"PAUL",1997,1997-05-21,141,"LARGEMOUTHBASS"
"PAUL",1999,1999-06-16,167,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-08-21,233,"YELLOWPERCH"
"PAUL",1999,1999-05-25,145,"YELLOWPERCH"
"PAUL",1999,1999-07-09,190,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-08-21,233,"YELLOWPERCH"
"PAUL",1999,1999-08-17,229,"LARGEMOUTHBASS"
"PAUL",1999,1999-07-28,209,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-08-17,229,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-17,229,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-18,230,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-18,230,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-18,230,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-20,232,"LARGEMOUTHBASS"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-06-17,168,"YELLOWPERCH"
"PAUL",1999,1999-06-16,167,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-21,233,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-22,234,"LARGEMOUTHBASS"
"PAUL",1999,1999-06-16,167,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-06-17,168,"YELLOWPERCH"
"PAUL",1999,1999-07-09,190,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-17,229,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-21,233,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-22,234,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-22,234,"LARGEMOUTHBASS"
"PAUL",1999,1999-06-17,168,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-17,229,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-22,234,"LARGEMOUTHBASS"
"PAUL",1999,1999-06-16,167,"YELLOWPERCH"
"PAUL",1999,1999-07-10,191,"YELLOWPERCH"
"PAUL",1999,1999-08-20,232,"YELLOWPERCH"
"PAUL",1999,1999-08-22,234,"LARGEMOUTHBASS"
"PAUL",1999,1999-05-24,144,"YELLOWPERCH"
"PAUL",1999,1999-05-26,146,"YELLOWPERCH"
"PAUL",1999,1999-07-29,210,"YELLOWPERCH"
"PAUL",1999,1999-06-16,167,"LARGEMOUTHBASS"
"PAUL",1999,1999-06-16,167,"LARGEMOUTHBASS"
"PAUL",1999,1999-08-20,232,"YELLOWPERCH"
"PAUL",1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-29,210,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-17,168,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-17,168,"LARGEMOUTHBASS"
WEST LONG,1999,1999-06-16,167,"YELLOWPERCH"
WEST LONG,1999,1999-07-28,209,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-06-16,167,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-08-18,230,"YELLOWPERCH"
WEST LONG,1999,1999-05-26,146,"YELLOWPERCH"
WEST LONG,1999,1999-07-09,190,"YELLOWPERCH"
WEST LONG,1999,1999-07-29,210,"YELLOWPERCH"
WEST LONG,1999,1999-08-18,230,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-07-09,190,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
WEST LONG,1999,1999-07-28,209,"YELLOWPERCH"
WEST LONG,1999,1999-07-09,190,"YELLOWPERCH"
WEST LONG,1999,1999-08-21,233,"YELLOWPERCH"
WEST LONG,1999,1999-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1999,1999-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1999,1999-05-26,146,"YELLOWPERCH"
WEST LONG,1999,1999-06-17,168,"YELLOWPERCH"
WEST LONG,1999,1999-08-20,232,"YELLOWPERCH"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-21,141,"SMALLMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-21,141,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"SMALLMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-21,141,"SMALLMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
